Country,Region,  Ranking Status Index,  S | Status Index,  Ranking Democracy Status,  SI | Democracy Status,  Q1 | Stateness,  Q1.1 | Monopoly on the use of force,  Q1.2 | State identity,  Q1.3 | No interference of religious dogmas,  Q1.4 | Basic administration,  Q2 | Political Participation,  Q2.1 | Free and fair elections,  Q2.2 | Effective power to govern,  Q2.3 | Association / assembly rights,  Q2.4 | Freedom of expression,  Q3 | Rule of Law,  Q3.1 | Separation of powers,  Q3.2 | Independent judiciary,  Q3.3 | Prosecution of office abuse,  Q3.4 | Civil rights,  Q4 | Stability of Democratic Institutions,  Q4.1 | Performance of democratic institutions,  Q4.2 | Commitment to democratic institutions,  Q5 | Political and Social Integration,  Q5.1 | Party system,  Q5.2 | Interest groups,  Q5.4 | Social capital,  Ranking Economy Status,  SII | Economy Status,  Q6 | Level of Socioeconomic Development,  Q6.1 | Socioeconomic barriers,  Q7 | Organization of the Market and Competition,  Q7.1 | Market organization,  Q7.2 | Competition policy,  Q7.3 | Liberalization of foreign trade,  Q7.4 | Banking system,  Q8 | Monetary and Fiscal Stability,  Q8.1 | Monetary stability,  Q8.2 | Fiscal stability,  Q9 | Private Property,  Q9.1 | Property rights,  Q9.2 | Private enterprise,  Q10 | Welfare Regime,  Q10.1 | Social safety nets,  Q10.2 | Equal opportunity,  Q11 | Economic Performance,  Q11.1 | Output strength,  Q12 | Sustainability,  Q12.1 | Environmental policy,  Q12.2 | Education / R&D policy,  Ranking Governance Index,  G | Governance Index,  Q13 | Level of Difficulty,  Q13.1 | Structural constraints,  Q13.2 | Civil society traditions,  Q13.3 | Conflict intensity,  Q13.4 | GNI p.c. Atlas method rescaled,  Q13.5 | UN Educ. Index rescaled,  Q13.6 | BTI Stateness & Rule of Law,  GII | Governance Performance,  Q14 | Steering Capability,  Q14.1 | Prioritization,  Q14.2 | Implementation,  Q14.3 | Policy learning,  Q15 | Resource Efficiency,  Q15.1 | Efficient use of assets,  Q15.2 | Policy coordination,  Q15.3 | Anti-corruption policy,  Q16 | Consensus-Building,  Q16.1 | Consensus on goals,  Q16.2 | Anti-democratic actors,  Q16.3 | Cleavage / conflict management,  Q17 | International Cooperation,  Q17.1 | Effective use of support,  Q17.2 | Credibility,  Q17.3 | Regional cooperation,  Total,Democracy/Autocracy,  S | Status Index.1,  Category,Status Index,  SI | Democracy Status.1,  Category.1,Democracy Status,  SII | Economy Status.1,  Category.2,Economy Status,  G | Governance Index.1,  Category.3,Governance Index,  Q13 | Level of Difficulty.1,  Category.4,0.4,  GII | Governance Performance.1,  Category.5,Governance Performance,Year
Bosnia and Herzegovina,1,41,6.371428571,56,6.35,6.75,8,3,8,8,7.5,8,8,8,6,6.5,8,5,6,7,5,5,5,6,6,6,6,41,6.392857143,6,6,7.75,6,8,9,8,8,9,7,7.5,8,7,5.5,6,5,5,5,5,5,5,101,3.954174383,4.395833333,5,5,5,5,2,4.375,4.516666667,4.333333333,4,5,4,4,4,4,4,4.4,7,5,2,5.333333333,5,4,7,0,Dem.,6.37,3,Limited,6.35,2,Defective democracy,6.39,3,Limited,3.95,4,Weak,4.4,4,Minor,4.516666667,4,Flawed,2014
Botswana,5,18,7.907142857,15,8.35,9.25,10,9,10,8,8.75,8,10,9,8,7.75,7,9,7,8,9,9,9,7,7,6,7,22,7.464285714,5,5,8.25,8,7,9,9,8.5,8,9,8.5,9,8,7,7,7,8,8,7,7,7,9,7.014467593,3.75,5,6,2,4,3,2.5,8.145833333,7.333333333,8,7,7,8,7,9,8,8.25,9,9,8,9,9,9,9,0,Dem.,7.91,2,Advanced,8.35,1,Democracy in consolidation,7.46,2,Advanced,7.01,1,Very good,3.8,4,Minor,8.145833333,1,Excellent,2014
Brazil,2,17,8.021428571,19,8.15,8.25,7,9,9,8,9,10,9,9,8,7.75,9,7,8,7,8.5,8,9,7.25,6,8,7,18,7.892857143,6,6,8.25,8,9,7,9,10,10,10,9,9,9,7,7,7,8,8,7,7,7,3,7.265802469,3.166666667,5,3,3,2,3,3,8.566666667,8.333333333,9,8,8,7.333333333,8,7,7,8.6,9,9,8,10,10,10,10,0,Dem.,8.02,2,Advanced,8.15,1,Democracy in consolidation,7.89,2,Advanced,7.27,1,Very good,3.2,4,Minor,8.566666667,1,Excellent,2014
Bulgaria,1,14,8.139285714,15,8.35,9.75,10,9,10,10,8.5,8,9,10,7,8,8,8,8,8,8.5,8,9,7,6,8,7,17,7.928571429,7,7,9,8,9,10,9,9,9,9,9,9,9,7,7,7,7,7,7.5,8,7,20,6.378726852,3.1875,4,4,4,4,1,2.125,7.516666667,6.666666667,7,7,6,6.333333333,7,6,6,8.4,10,9,7,8.666666667,9,8,9,0,Dem.,8.14,2,Advanced,8.35,1,Democracy in consolidation,7.93,2,Advanced,6.38,2,Good,3.2,4,Minor,7.516666667,2,Sound,2014
Burkina Faso,3,84,4.955952381,71,5.233333333,7.75,7,10,8,6,5.5,6,3,6,7,4.25,3,4,4,6,3,3,3,5.666666667,5,6,6,90,4.678571429,1,1,5.75,5,6,6,6,7.5,8,7,6,6,6,3,3,3,6,6,3.5,5,2,61,5.008888889,7,9,5,4,9,10,5,5.366666667,5,5,5,5,4,3,5,4,4.8,6,5,5,7.666666667,7,8,8,2,Aut.,4.96,4,Very limited,5.23,4,Moderate autocracy,4.68,4,Very limited,5.01,3,Moderate,7,2,Substantial,5.366666667,3,Fair,2014
Burundi,5,98,4.411904762,80,4.716666667,7.5,7,8,8,7,4.75,7,3,5,4,4,5,4,4,3,3,3,3,4.333333333,5,4,4,104,4.107142857,2,2,3.75,4,4,4,3,6,6,6,5,4,6,4,3,5,4,4,4,4,4,92,4.144753086,8.041666667,9,8,7,10,9,5.25,4.333333333,4.333333333,4,4,5,3.333333333,4,4,2,4,5,4,6,5.666666667,5,5,7,2,Aut.,4.41,4,Very limited,4.72,4,Moderate autocracy,4.11,4,Very limited,4.14,4,Weak,8,2,Substantial,4.333333333,4,Flawed,2014
Cambodia,7,105,4.11547619,103,3.766666667,7.75,8,8,10,5,3.25,4,2,3,4,2.5,2,3,2,3,2,2,2,3.333333333,3,3,4,96,4.464285714,4,4,4.75,5,3,6,5,6,6,6,4.5,3,6,3,3,3,6,6,3,3,3,113,3.49654321,7.145833333,8,9,5,9,6,5.875,3.733333333,3.333333333,4,3,3,3,3,4,2,3.6,4,3,4,5,4,5,6,5,Aut.,4.12,4,Very limited,3.77,5,Hard-line autocracy,4.46,4,Very limited,3.5,4,Weak,7.1,2,Substantial,3.733333333,4,Flawed,2014
Cameroon,3,97,4.43452381,94,4.083333333,6.25,7,5,8,5,3.5,3,2,5,4,4,4,4,4,4,2,2,2,4.666666667,5,5,4,87,4.785714286,3,3,5,4,5,5,6,7,8,6,4.5,4,5,4.5,4,5,6,6,3.5,3,4,114,3.318333333,6.479166667,6,7,6,8,6,5.875,3.6,3,3,3,3,3.333333333,3,4,3,3.4,4,4,3,4.666666667,5,5,4,2,Aut.,4.43,4,Very limited,4.08,4,Moderate autocracy,4.79,4,Very limited,3.32,4,Weak,6.5,2,Substantial,3.6,4,Flawed,2014
Central African Republic,3,117,3.319047619,114,3.316666667,3.5,1,4,8,1,4,3,2,5,6,3.25,4,3,3,3,2.5,2,3,3.333333333,4,3,3,116,3.321428571,1,1,3.75,3,4,4,4,5.5,7,4,3,3,3,2.5,2,3,5,5,2.5,3,2,93,4.132723765,9.104166667,10,8,9,10,10,7.625,4.216666667,3.333333333,3,4,3,3.666666667,3,4,4,4.2,5,3,5,5.666666667,6,5,6,4,Aut.,3.32,5,Failed,3.32,5,Hard-line autocracy,3.32,4,Very limited,4.13,4,Weak,9.1,1,Massive,4.216666667,4,Flawed,2014
Chad,3,116,3.439285714,111,3.45,6.5,7,8,8,3,3,4,2,4,2,2.25,2,2,3,2,2.5,3,2,3,3,3,3,114,3.428571429,1,1,5,3,6,6,5,4.5,6,3,3.5,3,4,2.5,3,2,5,5,2.5,3,2,120,2.708433642,8.270833333,9,9,6,9,10,6.625,2.816666667,2,1,3,2,2.333333333,2,2,3,2.6,2,2,3,4.333333333,4,3,6,5,Aut.,3.44,5,Failed,3.45,5,Hard-line autocracy,3.43,4,Very limited,2.71,5,Failed,8.3,2,Substantial,2.816666667,5,Poor,2014
Chile,2,8,8.817857143,9,9.1,9.75,10,10,9,10,9,9,9,9,9,9.25,10,9,9,9,10,10,10,7.5,8,8,7,10,8.535714286,7,7,9.75,10,9,10,10,10,10,10,10,10,10,7.5,8,7,9,9,6.5,7,6,4,7.256851852,2.25,3,3,3,2,1,1.5,8.766666667,8.333333333,8,9,8,8.333333333,8,8,9,8.4,9,9,8,10,10,10,10,0,Dem.,8.82,1,Highly advanced,9.1,1,Democracy in consolidation,8.54,1,Highly advanced,7.26,1,Very good,2.3,5,Negligible,8.766666667,1,Excellent,2014
China,7,82,5.005952381,113,3.333333333,8.75,9,8,10,8,1.75,1,2,2,2,2,1,2,3,2,1.5,1,2,2.666666667,1,2,5,35,6.678571429,5,5,6.75,6,7,8,6,7.5,7,8,6,6,6,5,5,5,10,10,6.5,5,8,66,4.922700617,5.770833333,6,9,5,5,4,5.625,5.433333333,5,5,5,5,5.333333333,6,6,4,4.4,7,2,6,7,7,7,7,6,Aut.,5.01,4,Very limited,3.33,5,Hard-line autocracy,6.68,3,Limited,4.92,3,Moderate,5.8,3,Moderate,5.433333333,3,Fair,2014
Colombia,2,37,6.560714286,49,6.55,7.25,6,8,9,6,6.25,6,6,7,6,6.5,7,7,6,6,7,7,7,5.75,5,6,5,36,6.571428571,5,5,7.5,7,7,8,8,8.5,9,8,7.5,7,8,5.5,5,6,7,7,5,5,5,37,5.879282407,5.1875,8,5,7,4,3,4.125,6.583333333,6.666666667,7,6,7,5.666666667,6,6,5,6,7,6,6,8,8,8,8,0,Dem.,6.56,3,Limited,6.55,2,Defective democracy,6.57,3,Limited,5.88,2,Good,5.2,3,Moderate,6.583333333,2,Sound,2014
"Congo, DR",3,123,2.946428571,117,3.25,4.75,2,7,8,2,2.75,3,2,3,3,2.75,3,2,3,3,2,2,2,4,4,4,4,123,2.642857143,1,1,3,2,2,4,4,3.5,4,3,3,3,3,1,1,1,5,5,2,2,2,118,2.994830247,8.708333333,10,7,9,10,9,7.25,3.083333333,3,3,3,3,2,2,2,2,3,3,3,3,4.333333333,4,4,5,7,Aut.,2.95,5,Failed,3.25,5,Hard-line autocracy,2.64,5,Rudimentary,2.99,5,Failed,8.7,1,Massive,3.083333333,4,Flawed,2014
"Congo, Rep.",3,110,3.726190476,105,3.666666667,6.75,7,6,9,5,3.25,3,2,4,4,3,3,3,3,3,2,2,2,3.333333333,4,3,3,112,3.785714286,3,3,3,3,2,3,4,6,7,5,3,3,3,2.5,3,2,6,6,3,4,2,107,3.690740741,6.520833333,7,7,6,7,6,6.125,4,4,4,4,4,2.666666667,3,3,2,3,4,2,2,6.333333333,6,6,7,4,Aut.,3.73,5,Failed,3.67,5,Hard-line autocracy,3.79,4,Very limited,3.69,4,Weak,6.5,2,Substantial,4,4,Flawed,2014
Costa Rica,2,10,8.739285714,6,9.3,10,10,10,10,10,9.75,10,10,9,10,9.25,10,9,8,10,9,8,10,8.5,7,9,9,13,8.178571429,7,7,8.75,9,8,10,8,9,9,9,9,9,9,8,8,8,8,8,7.5,8,7,12,6.816898148,2.5625,4,2,1,4,3,1.375,8.166666667,7.333333333,9,6,7,7.333333333,7,7,8,9,10,10,8,9,9,10,8,0,Dem.,8.74,1,Highly advanced,9.3,1,Democracy in consolidation,8.18,1,Highly advanced,6.82,2,Good,2.6,4,Minor,8.166666667,1,Excellent,2014
Côte d'Ivoire,3,94,4.530952381,77,4.883333333,6.25,6,4,9,6,6,6,6,7,5,3.5,4,3,3,4,5,5,5,3.666666667,5,3,3,102,4.178571429,2,2,4.25,4,2,5,6,7.5,8,7,5.5,5,6,2,2,2,5,5,3,3,3,84,4.395231481,7.6875,7,8,7,8,10,6.125,4.633333333,5,6,5,4,3,4,3,2,4.2,5,4,4,6.333333333,6,6,7,0,Dem.,4.53,4,Very limited,4.88,3,Highly defective democracy,4.18,4,Very limited,4.4,3,Moderate,7.7,2,Substantial,4.633333333,4,Flawed,2014
Croatia,1,13,8.171428571,14,8.45,9.5,10,9,9,10,8.75,9,9,10,7,8.25,9,8,8,8,8.5,8,9,7.25,7,8,7,18,7.892857143,8,8,8.75,8,8,10,9,8,9,7,8.5,9,8,8,8,8,6,6,8,8,8,19,6.458078704,2.020833333,2,4,2,1,1,2.125,7.85,7.666666667,8,8,7,7,7,6,8,8.4,10,9,8,8.333333333,8,8,9,0,Dem.,8.17,2,Advanced,8.45,1,Democracy in consolidation,7.89,2,Advanced,6.46,2,Good,2,5,Negligible,7.85,2,Sound,2014
Cuba,2,104,4.129761905,107,3.616666667,9.75,10,10,10,9,2,1,1,3,3,3,1,2,5,4,1,1,1,2.333333333,1,2,4,93,4.642857143,6,6,2,3,2,2,1,4.5,4,5,2.5,3,2,6.5,6,7,5,5,6,5,7,108,3.665277778,4.270833333,6,7,2,5,1,4.625,4.2,4,4,4,4,4.666666667,4,6,4,2.8,2,1,6,5.333333333,5,5,6,5,Aut.,4.13,4,Very limited,3.62,5,Hard-line autocracy,4.64,4,Very limited,3.67,4,Weak,4.3,4,Minor,4.2,4,Flawed,2014
Czech Republic,1,2,9.514285714,4,9.6,10,10,10,10,10,10,10,10,10,10,9.25,10,9,8,10,10,10,10,8.75,9,10,8,2,9.428571429,10,10,10,10,10,10,10,9.5,10,9,10,10,10,9.5,10,9,8,8,9,9,9,17,6.57492284,1.229166667,1,2,1,1,1,1.375,8.166666667,7.333333333,8,7,7,7,7,7,7,9,10,10,8,9.333333333,9,9,10,0,Dem.,9.51,1,Highly advanced,9.6,1,Democracy in consolidation,9.43,1,Highly advanced,6.57,2,Good,1.2,5,Negligible,8.166666667,1,Excellent,2014
Dominican Republic,2,43,6.35,32,7.2,8,9,7,9,7,8.25,7,9,9,8,5.75,6,6,4,7,7,7,7,7,7,6,7,67,5.5,5,5,6.5,6,6,7,7,6.5,7,6,6.5,6,7,4,4,4,6,6,4,4,4,52,5.407554012,4.354166667,5,5,3,5,4,4.125,6.183333333,6,6,6,6,4.333333333,5,6,2,6.4,8,9,7,8,8,8,8,0,Dem.,6.35,3,Limited,7.2,2,Defective democracy,5.5,3,Limited,5.41,3,Moderate,4.4,4,Minor,6.183333333,2,Sound,2014
Ecuador,2,65,5.617857143,66,5.7,8,8,8,9,7,6.75,6,8,8,5,4.75,4,4,4,7,4.5,4,5,4.5,4,4,5,65,5.535714286,5,5,5.25,4,5,6,6,6.5,7,6,5,5,5,5,5,5,7,7,5,5,5,79,4.566280864,4.770833333,6,6,4,5,3,4.625,5.166666667,5,5,6,4,5,5,6,4,5,4,7,4,5.666666667,7,4,6,0,Dem.,5.62,3,Limited,5.7,3,Highly defective democracy,5.54,3,Limited,4.57,3,Moderate,4.8,3,Moderate,5.166666667,3,Fair,2014
Egypt,4,87,4.81547619,76,4.916666667,6,7,7,4,6,5.5,7,3,6,6,4.75,6,6,4,3,3,3,3,5.333333333,4,6,6,88,4.714285714,3,3,6,4,7,6,7,6,6,6,7,7,7,3,3,3,4,4,4,4,4,80,4.518287037,5.9375,7,4,7,7,5,5.625,4.966666667,4.666666667,5,5,4,4,4,4,4,5.2,7,6,3,6,5,5,8,2,Aut.,4.82,4,Very limited,4.92,4,Moderate autocracy,4.71,4,Very limited,4.52,3,Moderate,5.9,3,Moderate,4.966666667,4,Flawed,2014
El Salvador,2,25,7.196428571,29,7.5,8,6,9,10,7,8.25,8,9,8,8,6.25,7,6,6,6,8,7,9,7,8,7,6,31,6.892857143,4,4,8.75,9,7,10,9,9,9,9,9,8,10,5.5,6,5,7,7,5,5,5,11,6.841851852,4.8125,7,5,3,6,4,3.875,7.733333333,7.333333333,7,8,7,6.333333333,6,8,5,7.6,9,9,7,9.666666667,9,10,10,0,Dem.,7.2,2,Advanced,7.5,2,Defective democracy,6.89,3,Limited,6.84,2,Good,4.8,3,Moderate,7.733333333,2,Sound,2014
Eritrea,5,128,1.755952381,127,2.083333333,5.5,6,6,7,3,1,1,1,1,1,1.25,1,1,2,1,1,1,1,1.666666667,1,1,3,127,1.428571429,1,1,1,1,1,1,1,1.5,1,2,2,3,1,1.5,2,1,1,1,2,2,2,129,1.340424383,8.604166667,9,9,6,10,10,7.625,1.383333333,1,1,1,1,1.666666667,1,3,1,1.2,2,1,1,1.666666667,2,1,2,6,Aut.,1.76,5,Failed,2.08,5,Hard-line autocracy,1.43,5,Rudimentary,1.34,5,Failed,8.6,1,Massive,1.383333333,5,Poor,2014
Estonia,1,3,9.421428571,2,9.7,9.5,10,8,10,10,10,10,10,10,10,9.75,10,10,9,10,10,10,10,9.25,9,9,9,3,9.142857143,8,8,10,10,10,10,10,9.5,9,10,10,10,10,9,9,9,9,9,8.5,8,9,4,7.264212963,1.729166667,2,2,3,1,1,1.375,8.9,8.666666667,9,9,8,8.666666667,9,8,9,8.6,9,10,7,9.666666667,10,10,9,0,Dem.,9.42,1,Highly advanced,9.7,1,Democracy in consolidation,9.14,1,Highly advanced,7.26,1,Very good,1.7,5,Negligible,8.9,1,Excellent,2014
Ethiopia,5,111,3.719047619,112,3.366666667,6.5,7,6,7,6,2,2,2,2,2,3,3,4,3,2,2,2,2,3.333333333,3,3,4,107,4.071428571,2,2,3.5,3,3,4,4,4,4,4,3.5,3,4,4.5,5,4,7,7,4,4,4,89,4.192808642,8.208333333,7,8,8,10,10,6.25,4.366666667,4.333333333,4,5,4,4.666666667,5,6,3,2.8,3,2,4,5.666666667,7,5,5,6,Aut.,3.72,5,Failed,3.37,5,Hard-line autocracy,4.07,4,Very limited,4.19,4,Weak,8.2,2,Substantial,4.366666667,4,Flawed,2014
Georgia,6,48,6.160714286,52,6.5,6.5,5,7,8,6,8,8,9,8,7,6,6,6,6,6,7,6,8,5,5,4,4,57,5.821428571,4,4,6.75,6,5,9,7,7,7,7,6.5,6,7,4.5,5,4,6,6,6,6,6,41,5.760216049,5.291666667,7,7,6,6,1,4.75,6.433333333,6,5,6,7,6,5,7,6,6.4,7,7,7,7.333333333,7,8,7,0,Dem.,6.16,3,Limited,6.5,2,Defective democracy,5.82,3,Limited,5.76,2,Good,5.3,3,Moderate,6.433333333,2,Sound,2014
Ghana,3,23,7.364285714,17,8.3,8,8,9,8,7,9,8,9,10,9,7.5,8,8,6,8,9,9,9,8,8,8,7,39,6.428571429,5,5,7,7,5,8,8,6,5,7,7.5,8,7,6,5,7,8,8,5.5,5,6,16,6.614290123,5.041666667,6,4,4,8,5,3.25,7.433333333,7.666666667,7,8,8,6,5,7,6,7.4,8,9,7,8.666666667,9,9,8,0,Dem.,7.36,2,Advanced,8.3,1,Democracy in consolidation,6.43,3,Limited,6.61,2,Good,5,3,Moderate,7.433333333,2,Sound,2014
Guatemala,2,78,5.153571429,73,5.2,6.25,4,6,10,5,5.25,6,5,5,5,5.25,6,5,5,5,5,5,5,4.25,4,5,4,77,5.107142857,3,3,5.75,4,4,9,6,7,7,7,5.5,5,6,4,4,4,7,7,3.5,3,4,70,4.81962963,6.708333333,7,6,7,7,8,5.25,5.2,4.666666667,5,4,5,4.333333333,4,5,4,4.8,6,4,4,7,7,6,8,0,Dem.,5.15,4,Very limited,5.2,3,Highly defective democracy,5.11,3,Limited,4.82,3,Moderate,6.7,2,Substantial,5.2,3,Fair,2014
Guinea,3,90,4.657142857,74,5.1,7.5,8,8,9,5,5.25,5,3,6,7,4.75,4,5,5,5,3,3,3,5,4,6,5,101,4.214285714,1,1,5,4,5,6,5,6,5,7,5.5,5,6,4,3,5,4,4,4,5,3,58,5.149089506,7.645833333,8,6,7,10,10,4.875,5.433333333,4.333333333,5,4,4,5.333333333,5,6,5,5.4,5,6,5,6.666666667,7,6,7,2,Aut.,4.66,4,Very limited,5.1,4,Moderate autocracy,4.21,4,Very limited,5.15,3,Moderate,7.6,2,Substantial,5.433333333,3,Fair,2014
Haiti,2,114,3.583333333,100,3.916666667,5,2,7,9,2,5,5,2,7,6,3.75,4,3,3,5,2.5,3,2,3.333333333,3,3,4,118,3.25,1,1,3.75,3,2,6,4,5,6,4,4.5,4,5,3,3,3,3,3,2.5,3,2,112,3.514513889,7.9375,9,8,7,9,8,6.625,3.683333333,2.666666667,3,2,3,3,3,3,3,4.4,5,5,4,4.666666667,4,4,6,3,Aut.,3.58,5,Failed,3.92,5,Hard-line autocracy,3.25,4,Very limited,3.51,4,Weak,7.9,2,Substantial,3.683333333,4,Flawed,2014
Honduras,2,55,5.95,44,6.65,7.5,6,9,9,6,7,7,7,8,6,5.75,6,6,5,6,7,7,7,6,7,6,6,74,5.25,3,3,6.75,5,7,8,7,7,8,6,6.5,6,7,4,4,4,6,6,3.5,4,3,47,5.498472222,5.5625,7,6,4,7,5,4.375,6.1,6,7,5,6,4.333333333,4,6,3,6.4,7,6,7,7.666666667,8,7,8,0,Dem.,5.95,3,Limited,6.65,2,Defective democracy,5.25,3,Limited,5.5,3,Moderate,5.6,3,Moderate,6.1,2,Sound,2014
Hungary,1,16,8.046428571,21,7.95,9.5,10,9,9,10,8.75,9,10,9,7,7.25,6,7,8,8,7.5,7,8,6.75,7,7,6,14,8.142857143,8,8,9.5,9,10,10,9,7,8,6,9.5,9,10,8,8,8,7,7,8,8,8,63,4.957253086,1.770833333,1,2,3,1,1,2.625,6.066666667,6,7,6,5,5.666666667,5,6,6,6.6,8,8,6,6,7,5,6,0,Dem.,8.05,2,Advanced,7.95,2,Defective democracy,8.14,1,Highly advanced,4.96,3,Moderate,1.8,5,Negligible,6.066666667,2,Sound,2014
India,7,26,7.192857143,20,8.1,7.75,7,8,9,7,9.25,9,10,10,8,7.5,9,8,6,7,8.5,8,9,7.5,7,8,6,45,6.285714286,4,4,7,6,7,7,8,7.5,8,7,7.5,8,7,4.5,5,4,8,8,5.5,5,6,21,6.350733025,5.729166667,5,5,5,8,8,3.375,7.016666667,7,7,7,7,6,6,7,5,7.4,9,8,6,7.666666667,7,8,8,0,Dem.,7.19,2,Advanced,8.1,1,Democracy in consolidation,6.29,3,Limited,6.35,2,Good,5.7,3,Moderate,7.016666667,2,Sound,2014
Indonesia,7,35,6.667857143,38,7.05,7.25,8,8,6,7,7.25,9,7,7,6,6.25,9,5,5,6,7.5,7,8,7,7,7,7,45,6.285714286,5,5,6.5,6,6,6,8,8,8,8,6.5,6,7,5.5,6,5,8,8,4.5,4,5,40,5.79595679,5.541666667,6,6,5,7,5,4.25,6.433333333,6,6,6,6,5,5,6,4,6.4,7,7,6,8.333333333,7,9,9,0,Dem.,6.67,3,Limited,7.05,2,Defective democracy,6.29,3,Limited,5.8,2,Good,5.5,3,Moderate,6.433333333,2,Sound,2014
Iran,4,121,3.066666667,118,3.133333333,6,9,8,1,6,2.25,3,2,3,1,2.75,4,2,3,2,2,2,2,2.666666667,2,2,4,119,3,4,4,2,2,2,2,2,2,1,3,3.5,4,3,3,4,2,3,3,3.5,3,4,124,1.917037037,5.4375,6,7,5,4,4,6.625,2.133333333,2.666666667,3,2,3,1.666666667,2,2,1,2.2,2,2,3,2,1,1,4,5,Aut.,3.07,5,Failed,3.13,5,Hard-line autocracy,3,4,Very limited,1.92,5,Failed,5.4,3,Moderate,2.133333333,5,Poor,2014
Iraq,4,107,4.067857143,92,4.1,4.25,4,4,5,4,5.25,7,4,6,4,3.5,5,3,2,4,4,4,4,3.5,4,3,3,108,4.035714286,3,3,4.25,4,3,6,4,6.5,7,6,4,4,4,3,3,3,5,5,2.5,2,3,95,4.015856481,7.520833333,9,8,9,5,7,7.125,4.25,4.333333333,3,5,5,3,3,3,3,4,6,5,2,5.666666667,6,4,7,0,Dem.,4.07,4,Very limited,4.1,3,Highly defective democracy,4.04,4,Very limited,4.02,4,Weak,7.5,2,Substantial,4.25,4,Flawed,2014
Jamaica,2,29,7.096428571,17,8.3,8.75,8,10,9,8,9.5,9,9,10,10,7.25,8,9,5,7,8.5,8,9,7.5,9,7,7,53,5.892857143,5,5,6.75,5,5,8,9,7,8,6,8,8,8,5.5,5,6,4,4,5,5,5,43,5.647222222,3,4,2,3,5,1,3,6.6875,6.333333333,6,7,6,4.333333333,4,5,4,7.75,9,9,7,8.333333333,8,8,9,0,Dem.,7.1,2,Advanced,8.3,1,Democracy in consolidation,5.89,3,Limited,5.65,2,Good,3,4,Minor,6.6875,2,Sound,2014
Jordan,4,80,5.085714286,92,4.1,6.25,7,6,6,6,4,5,2,5,4,4.25,3,5,4,5,2,2,2,4,2,5,5,48,6.071428571,4,4,7,5,6,8,9,8,9,7,7.5,8,7,5,5,5,6,6,5,4,6,76,4.626080247,5.291666667,7,6,5,6,2,5.75,5.166666667,4,4,4,4,5.666666667,7,5,5,4,6,4,4,7,7,6,8,3,Aut.,5.09,4,Very limited,4.1,4,Moderate autocracy,6.07,3,Limited,4.63,3,Moderate,5.3,3,Moderate,5.166666667,3,Fair,2014
Kazakhstan,6,81,5.05,102,3.85,8.5,9,8,9,8,2.75,3,2,3,3,3,2,4,3,3,2,2,2,3,2,4,3,47,6.25,5,5,6.75,6,6,7,8,7.5,7,8,6,6,6,6,6,6,7,7,5.5,5,6,74,4.670540123,4.041666667,5,7,3,3,1,5.25,5.383333333,5,5,5,5,5.333333333,5,7,4,4.2,6,3,6,7,6,7,8,6,Aut.,5.05,4,Very limited,3.85,5,Hard-line autocracy,6.25,3,Limited,4.67,3,Moderate,4,4,Minor,5.383333333,3,Fair,2014
Kenya,5,59,5.757142857,49,6.55,7,6,9,8,5,7.25,7,7,7,8,5.75,7,6,4,6,6.5,6,7,6.25,4,7,6,81,4.964285714,2,2,6.25,5,6,7,7,7,8,6,5,4,6,4,3,5,6,6,4.5,4,5,68,4.8725,5.604166667,7,4,5,8,5,4.625,5.4,5.666666667,5,6,6,3.666666667,4,4,3,5.6,7,5,5,6.666666667,7,5,8,0,Dem.,5.76,3,Limited,6.55,2,Defective democracy,4.96,4,Very limited,4.87,3,Moderate,5.6,3,Moderate,5.4,3,Fair,2014
Kosovo,1,47,6.228571429,46,6.6,7.5,6,7,9,8,7.25,7,7,9,6,5.5,6,5,5,6,6.5,6,7,6.25,7,6,5,56,5.857142857,5,5,7,5,7,9,7,6.5,8,5,7,7,7,5.5,5,6,5,5,5,5,5,56,5.197160494,4.416666667,6,4,5,6,1,4.5,5.933333333,5.666666667,6,6,5,4.666666667,4,6,4,6.4,9,7,6,7,7,6,8,0,Dem.,6.23,3,Limited,6.6,2,Defective democracy,5.86,3,Limited,5.2,3,Moderate,4.4,4,Minor,5.933333333,3,Fair,2014
Kuwait,4,53,5.957142857,81,4.7,7.75,10,7,6,8,4.5,4,2,6,6,5.25,5,4,5,7,2,2,2,4,2,6,4,26,7.214285714,8,8,7,7,5,8,8,8,8,8,7.5,8,7,6.5,7,6,9,9,4.5,3,6,86,4.288040123,3.916666667,3,6,4,1,5,4.5,4.958333333,4.333333333,5,3,5,4,5,4,3,4.5,6,3,4,7,6,6,9,2,Aut.,5.96,3,Limited,4.7,4,Moderate autocracy,7.21,2,Advanced,4.29,4,Weak,3.9,4,Minor,4.958333333,4,Flawed,2014
Kyrgyzstan,6,66,5.614285714,64,5.8,7.5,7,8,10,5,6.25,6,5,7,7,4.5,6,3,3,6,5.5,4,7,5.25,4,5,5,70,5.428571429,4,4,6.5,5,6,9,6,7.5,7,8,6.5,5,8,5,5,5,5,5,3.5,3,4,74,4.673148148,5.833333333,7,6,6,9,2,5,5.15,4.333333333,4,4,5,4,4,5,3,5.6,7,5,5,6.666666667,7,6,7,0,Dem.,5.61,3,Limited,5.8,3,Highly defective democracy,5.43,3,Limited,4.67,3,Moderate,5.8,3,Moderate,5.15,3,Fair,2014
